iter	Logloss
183	0.1839731986
184	0.1839516644
185	0.1839132149
186	0.1838802684
187	0.1838618103
188	0.1838320063
189	0.1837987494
190	0.1837622079
191	0.1837207365
192	0.183678973
193	0.1836523088
194	0.1836204981
195	0.1835963729
196	0.1835847587
197	0.183554748
198	0.1835299269
199	0.1834949186
200	0.183474823
201	0.183434061
202	0.1834026731
203	0.1833788633
204	0.1833579772
205	0.1833409105
206	0.1833049632
207	0.183271519
208	0.1832411569
209	0.1832125185
210	0.1831772702
211	0.183145293
212	0.183115074
213	0.1830916628
214	0.1830610736
215	0.1830373444
216	0.1830167909
217	0.182993439
218	0.182970509
219	0.1829464659
220	0.1829204869
221	0.1828940765
222	0.1828856891
223	0.1828611597
224	0.1828353934
225	0.1828206676
226	0.1827895715
227	0.1827668008
228	0.1827309651
229	0.1827053827
230	0.1826809209
231	0.1826616777
232	0.1826546387
233	0.1826211523
234	0.1825931978
235	0.1825531082
236	0.182523128
237	0.182509159
238	0.1824846774
239	0.1824670896
240	0.182428007
241	0.1823989743
242	0.1823730505
243	0.1823667395
244	0.1823385927
245	0.1822964769
246	0.1822879401
247	0.1822507343
248	0.1822211032
249	0.1821804357
250	0.1821642891
251	0.1821483116
252	0.1821148079
253	0.18209959
254	0.1820629547
255	0.1820446877
256	0.1820229095
257	0.1819892863
258	0.1819605191
259	0.1819586891
260	0.1819358631
261	0.1819246125
262	0.1819211592
263	0.1819012594
264	0.1818722939
265	0.181850138
266	0.1818271265
267	0.1817845421
268	0.1817602946
269	0.1817390703
270	0.18170614
271	0.1816807047
272	0.1816642331
273	0.1816456836
274	0.1816102099
275	0.1815832947
276	0.1815557528
277	0.1815294447
278	0.1815034011
279	0.1815002803
280	0.1814830209
281	0.1814423204
282	0.1814123756
283	0.181377365
284	0.1813530056
285	0.1813469038
286	0.1813232446
287	0.1813047957
288	0.1812835903
289	0.1812673632
290	0.1812385421
291	0.1812148313
292	0.1811781326
293	0.1811551577
294	0.1811338462
295	0.1811158131
296	0.1810933772
297	0.1810729877
298	0.1810450175
299	0.181022355
300	0.1809770369
301	0.1809528503
302	0.1809345536
303	0.1809189644
304	0.1808874247
305	0.1808706343
306	0.1808442115
307	0.1808087244
308	0.1807923666
309	0.1807679209
310	0.1807500039
311	0.180736073
312	0.1807101369
313	0.1806948098
314	0.1806779246
315	0.1806480464
316	0.1806257811
317	0.1806172834
318	0.1805867047
319	0.1805537318
320	0.1805256577
321	0.1805130868
322	0.1804951418
323	0.1804639774
324	0.180439453
325	0.1804341021
326	0.1804166526
327	0.1804056623
328	0.1803779681
329	0.1803473837
330	0.1803153636
331	0.1802959849
332	0.1802674786
333	0.1802401492
334	0.18022362
335	0.1801937319
336	0.1801640997
337	0.1801372127
338	0.1801063455
339	0.180063534
340	0.180051321
341	0.1800377306
342	0.180005172
343	0.1799816432
344	0.1799540499
345	0.1799324969
346	0.1799099912
347	0.1798781858
348	0.1798549161
349	0.1798183603
350	0.1797993946
351	0.1797752226
352	0.1797567212
353	0.1797309622
354	0.1797085193
355	0.1796865681
356	0.1796631003
357	0.1796449499
358	0.179613749
359	0.1795791272
360	0.1795552694
361	0.1795290969
362	0.1795134805
363	0.1794836383
364	0.1794568441
365	0.1794404594
366	0.1794188725
367	0.1793912726
368	0.1793719317
369	0.1793680049
370	0.1793555553
371	0.1793278021
372	0.1793053204
373	0.1792802775
374	0.179260483
375	0.1792178564
376	0.1791945728
377	0.1791698216
378	0.1791330176
379	0.1791136254
380	0.1790824579
381	0.1790434685
382	0.1790221919
383	0.1790009359
384	0.1789992453
385	0.1789805816
386	0.1789589484
387	0.1789260935
388	0.1789108719
389	0.1788886467
390	0.1788517987
391	0.1788430726
392	0.1788034347
393	0.1787813678
394	0.1787581554
395	0.1787256418
396	0.1787100509
397	0.1786972556
398	0.1786733346
399	0.1786367186
400	0.1786141972
401	0.1786030147
402	0.1785775505
403	0.1785634356
404	0.1785437371
405	0.1785164782
406	0.1784998858
407	0.1784761902
408	0.178449918
409	0.1784133084
410	0.1783771372
411	0.1783577834
412	0.1783297671
413	0.1783066803
414	0.178270702
415	0.1782519596
416	0.1782232425
417	0.1781949232
418	0.1781747673
419	0.1781569076
420	0.1781341309
421	0.1781117043
422	0.1780840157
423	0.178061147
424	0.178044856
425	0.1780259685
426	0.1779966926
427	0.1779677517
428	0.177942222
429	0.1779183091
430	0.1778931522
431	0.1778789641
432	0.1778584668
433	0.1778440286
434	0.1778237877
435	0.1778055728
436	0.177779394
437	0.1777510075
438	0.1777331766
439	0.1777193953
440	0.1776927104
441	0.177671853
442	0.177641998
443	0.17762632
444	0.17761666
445	0.1775936816
446	0.1775791557
447	0.1775623451
448	0.1775349033
449	0.1775123966
450	0.1774930546
451	0.1774702058
452	0.1774496013
453	0.1774256438
454	0.1773834667
455	0.1773676878
456	0.1773337376
457	0.1773029944
458	0.1772837629
459	0.1772551748
460	0.1772388267
461	0.1772235893
462	0.1772087916
463	0.1771855501
464	0.1771659991
465	0.1771285863
466	0.1771103017
467	0.1770906593
468	0.1770738474
469	0.1770519095
470	0.1770204576
471	0.1770043977
472	0.1769852774
473	0.1769646565
474	0.1769526682
475	0.1769363383
476	0.1769201592
477	0.1768968847
478	0.1768767183
479	0.1768454659
480	0.1768157925
481	0.176793548
482	0.1767848383
483	0.1767688745
484	0.1767382373
485	0.1767153642
486	0.1767011945
487	0.1766777377
488	0.1766577855
489	0.1766408253
490	0.1766219344
491	0.1765910639
492	0.1765754022
493	0.1765597704
494	0.1765440295
495	0.1765290079
496	0.1765137268
497	0.1764911389
498	0.1764782169
499	0.1764611595
500	0.17644215
501	0.1764288137
502	0.1764077788
503	0.1763844058
504	0.1763660542
505	0.176346803
506	0.1763361381
507	0.176307628
508	0.1762849636
509	0.1762689781
510	0.1762447107
511	0.1762285968
512	0.176209744
513	0.1761886402
514	0.1761631306
515	0.1761503194
516	0.1761347156
517	0.1761117963
518	0.1760847699
519	0.1760623701
520	0.1760527399
521	0.176036043
522	0.1760218931
523	0.1760128514
524	0.1759937446
525	0.1759755964
526	0.1759602683
527	0.1759413914
528	0.1759256904
529	0.1759090368
530	0.1758890888
531	0.1758697707
532	0.1758458965
533	0.1758376724
534	0.1758211096
535	0.1758044348
536	0.175774383
537	0.1757502758
538	0.1757249257
539	0.1757096658
540	0.1756840181
541	0.1756601206
542	0.1756341579
543	0.1756164322
544	0.1756075773
545	0.1755761503
546	0.175557248
547	0.1755342167
548	0.1755175656
549	0.1755014061
550	0.1754858483
551	0.1754591624
552	0.1754513445
553	0.1754207674
554	0.1754076229
555	0.1753897817
556	0.1753577984
557	0.1753420861
558	0.1753156597
559	0.1753055499
560	0.1752776482
561	0.175255885
562	0.175231421
563	0.1752053074
564	0.1751804831
565	0.175158845
566	0.1751354935
567	0.1751216532
568	0.1750971609
569	0.1750665878
570	0.17504302
571	0.1750365966
572	0.1750215398
573	0.175007681
574	0.1749986349
575	0.1749866563
576	0.1749757086
577	0.1749522378
578	0.1749232289
579	0.1749080569
580	0.174884739
581	0.1748530835
582	0.1748342475
583	0.1748094966
584	0.1748044747
585	0.1747743535
586	0.1747614871
587	0.1747359154
588	0.1747113835
589	0.1746978713
590	0.1746753879
591	0.1746619684
592	0.1746237336
593	0.1745958495
594	0.1745795145
595	0.1745595925
596	0.1745470089
597	0.174514599
598	0.1744989324
599	0.1744741948
600	0.1744628722
601	0.1744518411
602	0.1744387503
603	0.1744183976
604	0.1744017194
605	0.174382605
606	0.1743679128
607	0.174341453
608	0.1743329293
609	0.1743143349
610	0.1742941548
611	0.1742729107
612	0.174246404
613	0.1742267669
614	0.1742091644
615	0.1741873775
616	0.1741743044
617	0.1741599854
618	0.1741427536
619	0.1741286574
620	0.1741068787
621	0.1740825217
622	0.1740602225
623	0.1740413963
624	0.1740226223
625	0.1740113562
626	0.1740053712
627	0.173991783
628	0.1739885723
629	0.1739683171
630	0.1739467596
631	0.1739329206
632	0.1739109304
633	0.1738990864
634	0.1738819373
635	0.1738549272
636	0.1738412005
637	0.1738124458
638	0.1737796789
639	0.1737549571
640	0.1737426813
641	0.1737280008
642	0.1737120826
643	0.1736934928
644	0.1736774318
645	0.1736631073
646	0.1736602373
647	0.1736256925
648	0.1736085402
649	0.1735922601
650	0.1735776801
651	0.1735615087
652	0.1735365277
653	0.1735290291
654	0.173510638
655	0.1734841947
656	0.1734710734
657	0.1734506979
658	0.1734391375
659	0.1734198923
660	0.1734081966
661	0.1733911053
662	0.1733779246
663	0.1733655707
664	0.1733549966
665	0.1733311031
666	0.1733200229
667	0.1732946613
668	0.173279671
669	0.1732491514
670	0.1732327412
671	0.1732222054
672	0.1732044218
673	0.1731876537
674	0.173163304
675	0.1731459635
676	0.1731332083
677	0.1731164312
678	0.1730996959
679	0.1730646022
680	0.1730550547
681	0.1730391502
682	0.173016776
683	0.17299951
684	0.1729841178
685	0.1729666819
686	0.172944999
687	0.1729282278
688	0.172907406
689	0.1728904888
690	0.1728748536
691	0.1728591576
692	0.1728477625
693	0.172834624
694	0.1728049976
695	0.1727852144
696	0.1727713647
697	0.1727506379
698	0.1727249566
699	0.1727048787
700	0.1726922944
701	0.1726748455
702	0.1726677302
703	0.1726543006
704	0.1726342095
705	0.1726104956
706	0.1725845499
707	0.1725625757
708	0.1725414532
709	0.1725251508
710	0.1725149845
711	0.172514735
712	0.1724942271
713	0.1724792534
714	0.1724676388
715	0.1724438173
716	0.1724333505
717	0.1724190751
718	0.1724037988
719	0.1723872004
720	0.1723689466
721	0.1723628594
722	0.1723493206
723	0.1723263825
724	0.1723262671
725	0.1723119757
726	0.172280933
727	0.1722624534
728	0.1722416204
729	0.1722234671
730	0.172188462
731	0.1721603047
732	0.1721391795
733	0.1721245048
734	0.1720924424
735	0.17207788
736	0.1720698172
737	0.1720463096
738	0.172029304
739	0.17201169
740	0.171982281
741	0.1719582453
742	0.1719276888
743	0.1719150221
744	0.1718952168
745	0.1718793314
746	0.1718782005
747	0.1718574588
748	0.1718342971
749	0.1718163391
750	0.1717910909
751	0.1717691428
752	0.1717501145
753	0.1717306132
754	0.1717265703
755	0.1717129055
756	0.1716931173
757	0.1716736763
758	0.1716521655
759	0.1716340446
760	0.1716248897
761	0.1716027915
762	0.1715871185
763	0.1715713951
764	0.1715594616
765	0.1715476363
766	0.171522362
767	0.1715053768
768	0.1714833785
769	0.1714719934
770	0.1714515301
771	0.1714344005
772	0.1714168515
773	0.1713949556
774	0.1713817918
775	0.171360719
776	0.1713351058
777	0.1713075142
778	0.1712894612
779	0.1712765588
780	0.1712676438
781	0.1712510521
782	0.1712399918
783	0.1712230254
784	0.1712053471
785	0.1711903493
786	0.1711692346
787	0.1711544507
788	0.1711265569
789	0.171116422
790	0.1711027676
791	0.1710827538
792	0.1710815106
793	0.1710681605
794	0.1710545803
795	0.1710467358
796	0.1710242637
797	0.1709989013
798	0.1709791675
799	0.1709596955
800	0.1709578266
801	0.170933116
802	0.1709171474
803	0.1709009491
804	0.1708813338
805	0.1708604808
806	0.1708603595
807	0.1708324652
808	0.170817897
809	0.1708106184
810	0.1707812964
811	0.1707641627
812	0.1707484316
813	0.1707297833
814	0.1707102113
815	0.1706913901
816	0.1706862858
817	0.1706728312
818	0.1706627187
819	0.1706464284
820	0.1706462358
821	0.1706254692
822	0.1706053578
823	0.1706052405
824	0.1705899503
825	0.1705863671
826	0.1705610085
827	0.1705419609
828	0.1705306318
829	0.1705125358
830	0.1704938803
831	0.1704735232
832	0.1704518111
833	0.1704411411
834	0.17041562
835	0.170400594
836	0.1703859159
837	0.1703591737
838	0.1703355217
839	0.170324468
840	0.1703098384
841	0.170291673
842	0.1702714609
843	0.1702595054
844	0.1702414307
845	0.1702176567
846	0.1701983206
847	0.1701720938
848	0.1701534994
849	0.1701322398
850	0.1701198718
851	0.1701089797
852	0.1700873868
853	0.1700712205
854	0.1700567577
855	0.1700544796
856	0.1700365204
857	0.1700148674
858	0.1699984709
859	0.1699893215
860	0.1699642217
861	0.1699465184
862	0.1699329007
863	0.1699122309
864	0.1698961156
865	0.1698687105
866	0.1698537265
867	0.1698442901
868	0.1698265072
869	0.1698164557
870	0.1698026704
871	0.1697956997
872	0.1697775829
873	0.1697653778
874	0.1697428384
875	0.1697279898
876	0.1697029914
877	0.16967494
878	0.1696568819
879	0.1696305033
880	0.1696108376
881	0.1695962857
882	0.1695861672
883	0.1695728912
884	0.1695562941
885	0.1695410839
886	0.1695260828
887	0.1695196112
888	0.1694902308
889	0.1694772102
890	0.169464933
891	0.1694538067
892	0.1694444447
893	0.1694305254
894	0.1694147956
895	0.1693903976
896	0.1693887897
897	0.1693633009
898	0.1693546611
899	0.1693303922
900	0.1693138421
901	0.1693011369
902	0.169283034
903	0.1692684623
904	0.1692561772
905	0.1692370916
906	0.1692214072
907	0.1692054173
908	0.1691911275
909	0.169163844
910	0.1691622644
911	0.1691363911
912	0.1691248437
913	0.1691130093
914	0.1690901
915	0.1690799171
916	0.169063865
917	0.1690435854
918	0.1690302989
919	0.1690138534
920	0.1689948536
921	0.1689792223
922	0.1689674246
923	0.1689649743
924	0.1689590162
925	0.1689400589
926	0.1689145216
927	0.1688891643
928	0.1688722197
929	0.1688596011
930	0.1688362494
931	0.1688273771
932	0.1688200691
933	0.1688014978
934	0.1687885537
935	0.1687766646
936	0.1687614178
937	0.1687460846
938	0.1687321892
939	0.1687154051
940	0.168695141
941	0.1686811186
942	0.1686567516
943	0.1686313547
944	0.1686174237
945	0.1685966659
946	0.1685742041
947	0.1685637868
948	0.1685489783
949	0.1685342548
950	0.1685247668
951	0.1684990208
952	0.1684934162
953	0.1684709022
954	0.1684585223
955	0.1684475869
956	0.1684447433
957	0.1684230064
958	0.1684112009
959	0.1683932398
960	0.1683892088
961	0.1683791295
962	0.1683594604
963	0.1683437301
964	0.1683290746
965	0.1683153271
966	0.1682955468
967	0.1682728669
968	0.1682698115
969	0.1682450995
970	0.1682204469
971	0.1681880282
972	0.1681781603
973	0.1681550113
974	0.1681371138
975	0.1681146697
976	0.1681023479
977	0.168081452
978	0.1680761967
979	0.1680616672
980	0.1680390508
981	0.1680223057
982	0.1680130329
983	0.1680021707
984	0.167989614
985	0.1679726775
986	0.1679521062
987	0.1679471087
988	0.1679353837
989	0.167917899
990	0.1678966419
991	0.1678867283
992	0.1678732885
993	0.1678497588
994	0.1678235967
995	0.1678042075
996	0.1677674536
997	0.1677534734
998	0.1677414821
999	0.1677229697
